Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze museali, dove 1 significa ""per nulla"" e 10 ""moltissimo"".";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esposizioni museali? ;"6. Quanto frequentemente visiti i musei o le mostre culturali in generale? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante la visita guidata al museo tradizionale? Valuta su una scala da 1 a 10.;8. Ritieni che le spiegazioni fornite dalla guida siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita.;9. Durante la visita, hai percepito difficoltà nel mantenere l’attenzione? Su una scala da 1 a 10.;10. Quanto ritieni che l’esposizione degli oggetti storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante la visita tradizionale? Valuta su una scala da 1 a 10.;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti della guida museale tradizionale al MuSEd hai trovato più utili per l’apprendimento?;14. Quanto riterresti utile l’uso della VR per spiegare l’evoluzione degli strumenti educativi rispetto all’esposizione fisica degli oggetti?;1. Quando è stato fondato il primo Museo d'Istruzione e di Educazione?;2. Chi fu il fondatore del primo Museo d'Istruzione e di Educazione?;3. Qual è il principale contributo di Maria Montessori all'educazione?;4. Chi progettò i banchi scolastici per le scuole dei contadini dell’Agro Romano? ;5.  Chi decorò le scuole dell’Agro Romano ?;6. Qual era la caratteristica principale della cassettiera montessoriana?;7.  Chi è l’autore dell’opera: l'albero di Pinocchio, conservato al MUSED?;8. Come si differenziava il banco della scuola urbana di Marcucci da quello rurale ?;9. Chi utilizzava principalmente i go kart all'inizio del XX secolo?
tradizionale;07/12/2024 12:32;34;M;Laurea triennale;1;2;3;2;2;1;2;6;Scelta del livello di dettaglio e esperienze in prima persona;Spiegazioni vocali;5;1874;Duilio Cambellotti;La promozione del fascismo nelle scuole;Duilio Cambellotti;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;25/01/2025 12:41;34;M;Laurea triennale;1;2;3;2;2;1;2;1;Contenuti storici dinamici e guide virtuali parlanti;Spiegazioni vocali;4;1874;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;17/05/2025 12:52;34;M;Laurea triennale;1;2;3;2;2;1;2;6;Esperienze narrative e visione a raggi x degli oggetti;Esposizioni fisiche;6;1907;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;26/05/2025 13:54;34;NON SPECIFICATO;Laurea triennale;1;2;3;2;2;1;5;7;Domande aperte guidate e visite notturne simulate;Esposizioni fisiche;8;1874;Giovanni Cena;La promozione del fascismo nelle scuole;Giovanni Cena;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;10/05/2025 15:09;34;M;Laurea triennale;1;2;3;2;2;1;2;5;Scenari animati e incontri con avatar storici;Interazioni con la guida;9;1912;Maria Montessori;L'uso di materiali sensoriali;Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;03/04/2025 17:32;34;M;Laurea triennale;1;2;3;2;2;1;2;8;Ricerca vocale e scelta del livello di dettaglio;Spiegazioni vocali;6;1912;Ruggiero Bonghi;L'uso di materiali sensoriali;Alessandro Marcucci;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;16/03/2025 19:59;34;NON SPECIFICATO;Laurea triennale;2;2;2;3;1;1;2;6;Contenuti storici dinamici e conferenze virtuali;Spiegazioni vocali;6;1912;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Giovanni Cena;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;11/04/2025 21:32;34;M;Laurea triennale;1;2;3;2;2;1;2;8;Accesso a documentari;Altro;1;1874;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Angelo Celli;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;17/04/2025 23:33;34;M;Laurea triennale;1;2;3;2;2;1;2;4;Reazioni ambientali realistiche e possibilità di fare domande;Interazioni con la guida;4;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;18/12/2024 23:35;34;M;Laurea triennale;1;2;3;2;2;1;2;5;Modalità cooperativa e interazione con strumenti antichi;Altro;2;1907;Maria Montessori;La costruzione di scuole in muratura;Duilio Cambellotti;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;12/05/2025 23:42;34;M;Laurea triennale;1;2;3;2;2;1;2;9;Accesso a documentari e interazione con strumenti antichi;Spiegazioni vocali;1;1884;Giovanni Cena;La costruzione di scuole in muratura;Sibilla Aleramo;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;29/01/2025 00:20;34;M;Laurea triennale;1;2;3;2;2;1;2;6;Supporto per visori diversi e esplorazione libera in stile open world;Interazioni con la guida;8;1874;Maria Montessori;L'uso di materiali sensoriali;Giovanni Cena;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;20/12/2024 01:10;34;M;Laurea triennale;1;2;3;2;2;1;2;2;Chat con esperti e modalità accessibile;Interazioni con la guida;7;1912;Giovanni Cena;L'uso di materiali sensoriali;Giovanni Cena;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;11/03/2025 01:24;34;NON SPECIFICATO;Laurea triennale;1;2;3;2;2;1;2;2;Esplorazione libera in stile open world e possibilità di fare domande;Altro;1;1912;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;30/03/2025 01:25;34;M;Laurea triennale;1;2;3;2;2;1;2;5;non so;Spiegazioni vocali;10;1874;Giovanni Cena;La creazione del 'Giornale per i bambini';Giovanni Cena;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;26/04/2025 01:33;34;M;Laurea triennale;1;2;3;2;2;1;2;1;non so;Altro;2;1912;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;20/05/2025 02:00;34;M;Laurea triennale;1;2;3;2;2;1;2;7;Ricostruzioni 3D dettagliate e sincronizzazione con l'app mobile;Esposizioni fisiche;6;1874;Giovanni Cena;La promozione del fascismo nelle scuole;Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;26/01/2025 23:48;34;F;Laurea triennale;1;2;3;9;2;1;2;10;Riproduzione di eventi storici e supporto a haptic feedback;Interazioni con la guida;9;1884;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Giovanni Cena;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;19/01/2025 18:59;34;M;Laurea triennale;1;3;3;2;2;1;2;5;Tecnologia vocale e contenuti adattivi all'età;Altro;1;1884;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;09/02/2025 12:55;34;F;Laurea triennale;1;10;1;6;4;1;2;8;Accesso a documentari e interazione con strumenti antichi;Esposizioni fisiche;7;1912;Giovanni Cena;La promozione del fascismo nelle scuole;Duilio Cambellotti;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;26/03/2025 14:14;34;M;Laurea triennale;1;2;3;2;2;1;2;3;non so;Interazioni con la guida;5;1874;Giovanni Cena;La promozione del fascismo nelle scuole;Sibilla Aleramo;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;19/12/2024 21:28;34;M;Laurea triennale;6;2;3;2;2;1;2;7;non so;Spiegazioni vocali;2;1884;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;20/02/2025 14:58;34;M;Laurea magistrale;1;2;8;2;2;1;2;2;Accesso a documentari e scenari animati;Altro;5;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Sibilla Aleramo;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;04/02/2025 14:17;34;NON SPECIFICATO;Post-laurea;1;7;3;3;2;5;2;8;Accesso offline e modalità realtà mista;Altro;7;1912;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;05/04/2025 20:09;34;M;Laurea triennale;1;2;3;2;2;1;2;8;Esperienze tematiche e collezioni temporanee interattive;Esposizioni fisiche;1;1907;Duilio Cambellotti;La costruzione di scuole in muratura;Alessandro Marcucci;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;30/01/2025 00:04;34;M;Laurea triennale;1;2;3;2;2;1;2;8;Riproduzione di eventi storici e esperienze tematiche;Interazioni con la guida;2;1907;Maria Montessori;La costruzione di scuole in muratura;Giovanni Cena;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;21/02/2025 16:33;34;M;Laurea triennale;1;2;3;2;2;1;3;9;Modalità cooperativa e integrazione con la realtà fisica;Altro;7;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Giovanni Cena;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;20/05/2025 12:26;34;M;Laurea triennale;1;2;3;2;2;1;2;9;Possibilità di fare domande;Altro;4;1874;Duilio Cambellotti;La costruzione di scuole in muratura;Giovanni Cena;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;17/04/2025 13:10;34;M;Laurea triennale;1;2;3;2;2;1;2;2;Integrazione con la realtà fisica e tracce audio storiche;Interazioni con la guida;5;1912;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;08/12/2024 12:27;34;NON SPECIFICATO;Laurea triennale;6;3;1;2;2;1;2;5;non so;Altro;8;1884;Giovanni Cena;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;17/01/2025 20:43;34;NON SPECIFICATO;Laurea triennale;8;9;3;2;2;10;2;6;Contenuti storici dinamici e conferenze virtuali;Interazioni con la guida;1;1907;Giovanni Cena;La costruzione di scuole in muratura;Sibilla Aleramo;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;23/03/2025 21:24;34;NON SPECIFICATO;Laurea triennale;1;2;3;2;2;1;2;8;Visite notturne simulate e sincronizzazione con l'app mobile;Spiegazioni vocali;9;1884;Maria Montessori;L'uso di materiali sensoriali;Duilio Cambellotti;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;19/12/2024 18:37;34;M;Licenza media;2;4;7;2;2;7;6;10;Ricostruzioni 3D dettagliate e sincronizzazione con l'app mobile;Esposizioni fisiche;2;1912;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;21/03/2025 12:29;35;M;Licenza media;1;1;4;2;2;6;1;10;non so;Altro;2;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;25/03/2025 12:18;35;M;Laurea triennale;1;2;3;2;2;1;2;3;Tecnologia vocale e supporto a haptic feedback;Esposizioni fisiche;6;1907;Maria Montessori;La promozione del fascismo nelle scuole;Duilio Cambellotti;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;10/02/2025 13:42;35;M;Laurea magistrale;4;3;3;2;2;10;2;8;Domande aperte guidate e quiz durante la visita;Altro;3;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Sibilla Aleramo;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;29/04/2025 15:32;35;M;Laurea triennale;1;2;3;7;2;1;4;1;Esperienze narrative e possibilità di fare domande;Esposizioni fisiche;7;1874;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;20/01/2025 17:31;35;M;Laurea triennale;1;2;3;2;2;1;2;8;Scelta del livello di dettaglio e esperienze in prima persona;Spiegazioni vocali;2;1912;Giovanni Cena;La promozione del fascismo nelle scuole;Giovanni Cena;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;17/12/2024 17:50;35;M;Laurea triennale;1;2;3;2;2;1;2;1;Modalità accessibile e accesso a documenti d'archivio;Esposizioni fisiche;1;1912;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;05/04/2025 18:24;35;M;Laurea triennale;1;2;3;2;2;1;2;5;Scenari animati e incontri con avatar storici;Spiegazioni vocali;8;1884;Giovanni Cena;La promozione del fascismo nelle scuole;Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;16/04/2025 19:54;35;M;Laurea triennale;1;2;3;2;2;1;2;8;Reazioni ambientali realistiche e possibilità di fare domande;Esposizioni fisiche;9;1884;Giovanni Cena;La costruzione di scuole in muratura;Sibilla Aleramo;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;28/01/2025 21:14;35;M;Laurea triennale;1;2;3;2;2;1;2;5;non so;Interazioni con la guida;8;1874;Maria Montessori;La costruzione di scuole in muratura;Duilio Cambellotti;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;11/01/2025 21:38;35;M;Diploma superiore;1;2;1;2;2;2;9;5;Supporto per visori diversi e modalità realtà mista;Interazioni con la guida;3;1884;Giovanni Cena;La promozione del fascismo nelle scuole;Sibilla Aleramo;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
