Gruppo,Data,Eta,Fascia_Eta,Genere,Livello_Istruzione,Influenza_Eta,Influenza_Formazione,Frequenza_Visite,Interesse,Chiarezza,Difficolta_Attenzione,Efficacia,Coinvolgimento_Emotivo,Funzionalita_Desiderate,Aspetti_Utili,Utilita_VR,Quiz_1_Fondazione,Quiz_2_Fondatore,Quiz_3_Montessori,Quiz_4_Banchi,Quiz_5_Decorazione,Quiz_6_Cassettiera,Quiz_7_Pinocchio,Quiz_8_Banco_Urbano,Quiz_9_GoKart
VR,26/09/2025 21:11,20,18-25,F,Diploma superiore,9,1,5,7,7,3,10,7,Visite notturne simulate e interazione con strumenti antichi,Ricostruzione ambienti,9,Un illustratore e scenografo legato al mondo rurale,Serviva solo per intrattenere i bambini durante le pause,Lo sviluppo della scuola attiva e popolare,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A decorare la sala espositiva,Formazione morale e sociale dei bambini
VR,25/06/2025 21:11,64,51-65,F,Diploma superiore,9,9,3,7,10,8,10,8,Esperienza per bambini e visione storica evolutiva,Ricostruzione ambienti,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,07/06/2025 21:12,51,51-65,F,Laurea magistrale,9,7,4,8,10,10,9,10,Accesso offline e interazione con strumenti antichi,Interazioni con gli avatar,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,L'introduzione delle tecnologie in classe,Serviva solo per gli esami finali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Maria Montessori nel metodo educativo,A decorare la sala espositiva,Semplice intrattenimento
VR,22/07/2025 21:13,32,26-35,M,Laurea magistrale,8,7,3,9,10,10,10,10,Chat con esperti e più interazione con gli oggetti,Altro,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Apprendimento della grammatica
VR,25/11/2025 21:13,41,36-50,M,Laurea magistrale,9,6,9,7,6,3,8,8,Visione storica evolutiva e realtà aumentata integrata,Elementi interattivi,7,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,Un oggetto di artigianato africano importato per il commercio,Maria Montessori nel metodo educativo,A decorare la sala espositiva,Apprendimento della grammatica
VR,17/07/2025 21:14,55,51-65,M,Diploma superiore,9,6,1,7,10,8,10,6,Contenuti storici dinamici e possibilità di fare domande,Altro,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Aver inventato il metodo Montessori,Era riservato unicamente al maestro,Alfabetizzare e educare le popolazioni rurali,Un oggetto di artigianato africano importato per il commercio,Giovanni Gentile nella riforma scolastica,A decorare la sala espositiva,Apprendimento della grammatica
VR,17/11/2025 21:14,25,18-25,F,Diploma superiore,10,7,1,7,9,9,7,5,Accesso a documentari e gamification educativa,Elementi interattivi,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Aver inventato il metodo Montessori,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A conservare oggetti antichi,Semplice intrattenimento
VR,14/06/2025 21:15,59,51-65,M,Laurea magistrale,8,9,3,9,6,8,7,10,Interazioni con altri visitatori e modalità fotografica,Elementi interattivi,7,Un illustratore e scenografo legato al mondo rurale,Era utilizzato esclusivamente per le feste scolastiche,La riforma universitaria italiana,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,24/11/2025 21:16,45,36-50,F,Laurea magistrale,3,7,2,7,9,5,10,10,Tecnologia vocale e contenuti adattivi all'età,Elementi interattivi,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,27/09/2025 21:16,18,18-25,M,Licenza media,8,5,6,6,7,5,1,9,Collezioni temporanee interattive e percorsi personalizzati,Ricostruzione ambienti,9,Un politico dell'epoca fascista,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Promuovere l'arte nelle campagne,Un oggetto di artigianato africano importato per il commercio,Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Sviluppo delle abilità matematiche
VR,20/10/2025 21:17,69,over 65,M,Diploma superiore,7,5,10,10,10,6,8,4,Possibilità di fare domande e simulazioni storiche in tempo reale,Altro,8,Un illustratore e scenografo legato al mondo rurale,Era utilizzato esclusivamente per le feste scolastiche,Lo sviluppo della scuola attiva e popolare,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Formare artisti e illustratori,Una bambola tradizionale italiana,Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,27/06/2025 21:17,45,36-50,F,Laurea magistrale,7,4,2,9,9,9,7,10,Esperienze multisensoriali e visite notturne simulate,Altro,8,Un politico dell'epoca fascista,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Aver inventato il metodo Montessori,Era riservato unicamente al maestro,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Duilio Cambellotti nelle decorazioni,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Sviluppo delle abilità matematiche
VR,16/08/2025 21:18,66,over 65,M,Diploma superiore,2,1,2,10,6,10,5,8,Accesso offline e modalità realtà mista,Elementi interattivi,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era riservato unicamente al maestro,Creare teatri rurali,Una bambola tradizionale italiana,Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,13/08/2025 21:19,20,18-25,M,Diploma superiore,10,7,4,9,8,8,4,7,Esperienze narrative e visione a raggi x degli oggetti,Ricostruzione ambienti,8,Un fondatore di scuole elementari,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Promuovere l'arte nelle campagne,Una bambola tradizionale italiana,Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Apprendimento della grammatica
VR,30/06/2025 21:19,58,51-65,M,Laurea magistrale,2,7,3,10,8,1,7,7,Visione storica evolutiva e accesso a documentari,Altro,8,Un illustratore e scenografo legato al mondo rurale,Serviva solo per intrattenere i bambini durante le pause,Lo sviluppo della scuola attiva e popolare,Era riservato unicamente al maestro,Creare teatri rurali,Un oggetto di artigianato africano importato per il commercio,Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Sviluppo delle abilità matematiche
VR,17/07/2025 21:20,51,51-65,F,Laurea magistrale,8,9,3,7,10,8,9,2,fare qualcosa per risolvere la nausea,Elementi interattivi,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento ludico per le famiglie benestanti,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Promuovere l'arte nelle campagne,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Maria Montessori nel metodo educativo,A riscaldare realmente le aule del museo,Sviluppo delle abilità matematiche
VR,04/11/2025 21:20,22,18-25,F,Diploma superiore,3,5,1,7,9,10,7,10,diminuire il malessere,Ricostruzione ambienti,9,Un illustratore e scenografo legato al mondo rurale,Serviva solo per intrattenere i bambini durante le pause,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Maria Montessori nel metodo educativo,A conservare oggetti antichi,Apprendimento della grammatica
VR,21/11/2025 21:21,49,36-50,M,Laurea magistrale,9,4,3,8,7,1,3,2,risolvere il senso di nausea,Interazioni con gli avatar,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,L'introduzione delle tecnologie in classe,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Creare teatri rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Maria Montessori nel metodo educativo,A decorare la sala espositiva,Formazione morale e sociale dei bambini
VR,04/09/2025 21:21,25,18-25,M,Diploma superiore,1,5,4,10,9,4,8,2,risolvere il malore,Interazioni con gli avatar,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Promuovere l'arte nelle campagne,Un oggetto di artigianato africano importato per il commercio,Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Formazione morale e sociale dei bambini
VR,07/08/2025 21:22,30,26-35,F,Diploma superiore,9,5,2,9,9,2,8,10,Traduzione simultanea e tracce audio storiche,Interazioni con gli avatar,7,Un politico dell'epoca fascista,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,La riforma universitaria italiana,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Semplice intrattenimento
VR,15/06/2025 21:23,53,51-65,F,Diploma superiore,8,3,2,10,7,10,6,8,Riconoscimento facciale per emozioni e interazioni con altri visitatori,Elementi interattivi,7,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,La riforma universitaria italiana,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Creare teatri rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A conservare oggetti antichi,Formazione morale e sociale dei bambini
VR,17/08/2025 21:23,31,26-35,F,Diploma superiore,6,9,1,9,7,1,1,10,Esplorazione libera in stile open world e supporto per più lingue,Interazioni con gli avatar,7,Un pedagogo montessoriano,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Aver inventato il metodo Montessori,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Promuovere l'arte nelle campagne,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A decorare la sala espositiva,Formazione morale e sociale dei bambini
VR,05/08/2025 21:24,62,51-65,F,Diploma superiore,3,5,1,10,6,4,9,7,Accesso offline e interazione con strumenti antichi,Altro,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,L'introduzione delle tecnologie in classe,Era riservato unicamente al maestro,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Sviluppo delle abilità matematiche
